,Unnamed: 0,City_x,Reviewer_x,In/Outside,Spot_Character,SpotName,Entrance_Fee_YesorNo,Entrance_Fee,Entrance Fee(USD),City_y,SpotRating,TotalRatings,Reviewer_y,ReviewRating,ReviewTime,ReviewText,sentiment,confidence_score,confidence_level,key_words,reasoning,index,Country,City_name,Area(square km),Population(thousands),average_lunch,average_dinner,avg_lunch_USD,avg_supper_USD,standard_transit_fee,st_tr_fair_USD,time_from_Airport_to_Downtown,fare_from_A_to_D,A_to_D_USD
10,2,Abu Dhabi,5,Outside,Palace,Qasr Al Hosn,O,30.0,8.1,Abu Dhabi,4.6,7087,Phan Nh?t,5,2 months ago,"For history seeker, this place is for you so remember to visit once you are in Abu Dhabi. Go along the hallway on the 1st floor to discover each room which tell a different story of UAE and Abu Dhabi from daily life to politics and rituals. The 2nd floor is the same, you can learn how people here used to organize weddings, births, coming of age, etc. Then you walk to the exhibition on the other side of the fort to learn more about the leaders and their diplomatic strategy, etc. Overall, my visit here was insightful and especially, I love the peaceful atmosphere during early morning ??",positive,0.95,very_high,"insightful, peaceful atmosphere, history, learn, visit","리뷰에서 'insightful', 'peaceful atmosphere', 'love' 와 같은 긍정적인 단어들이 사용되었고, 아부다비의 역사와 문화에 대한 긍정적인 경험을 설명하고 있습니다. 장소를 추천하는 뉘앙스 또한 강하게 나타나므로 긍정적인 리뷰로 판단됩니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
11,2,Abu Dhabi,5,Outside,Palace,Qasr Al Hosn,O,30.0,8.1,Abu Dhabi,4.6,7087,Col G I Balakrishnan Iyer,4,2 months ago,"You need to pay 35 AED for entry. Worthwhile to understand the history and culture of Abu Dhabi. Several cultural attractions are around this White Fort Known as Qasr Al Hosn. During Ramadan, in the evenings at the time of sunset- the time of breaking Ramadan Fasting , a short ceremonial single Cannon fire takes place to mark the Iftaar time. Good to watch this. Be 5 minutes before sunset time.",positive,0.85,high,"worthwhile, history, culture, good to watch, attractions","리뷰는 아부다비의 역사와 문화를 이해하는 데 가치가 있다고 언급하며, 주변 문화적 명소와 라마단 기간의 특별한 경험을 긍정적으로 묘사하고 있습니다. 'Worthwhile'과 'Good to watch'와 같은 표현은 긍정적인 감정을 나타냅니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
12,2,Abu Dhabi,5,Outside,Palace,Qasr Al Hosn,O,30.0,8.1,Abu Dhabi,4.6,7087,Constantin Platon,5,4 months ago,"An extraordinary fair!  I don't know what period it is open but I recommend it.  I paid 35 AED to enter, but it was worth every penny.  Lots of spots where you can see local customs, outdoor shows, camel rides, drinks and traditional food.  also, I recommend visiting the small museum open inside the location where you can learn something about the history of the city.  Lots of good quality perfume, lots of beautiful people.",positive,0.95,very_high,"extraordinary, recommend, worth every penny, local customs, traditional food","리뷰는 'extraordinary'와 같이 긍정적인 어휘를 사용하며, 방문을 'recommend'하고, 입장료가 'worth every penny'라고 표현하여 만족감을 드러냅니다. 또한, 다양한 볼거리와 경험을 긍정적으로 묘사하고 있어 전체적으로 긍정적인 감정을 나타냅니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
13,2,Abu Dhabi,5,Outside,Palace,Qasr Al Hosn,O,30.0,8.1,Abu Dhabi,4.6,7087,Elly,5,2 months ago,"Qasr Al Hosn is a must-visit in Abu Dhabi for anyone interested in the city’s history and culture. The fort is beautifully preserved, and the exhibits give great insight into Abu Dhabi’s past.

One of the best things about our visit was that it wasn’t busy at all, making it easy to explore at our own pace and really take in the atmosphere. The peaceful surroundings and well-curated displays make it a great spot to learn more about the UAE’s heritage without the crowds. Definitely worth a visit!",positive,0.95,very_high,"must-visit, beautifully preserved, great insight, peaceful, worth a visit","The review expresses strong positive sentiments towards Qasr Al Hosn. Phrases like 'must-visit', 'beautifully preserved', 'great insight', 'peaceful', and 'worth a visit' clearly indicate satisfaction and a positive experience. The reviewer also highlights the lack of crowds as a positive aspect, contributing to a more enjoyable experience.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
14,2,Abu Dhabi,5,Outside,Palace,Qasr Al Hosn,O,30.0,8.1,Abu Dhabi,4.6,7087,Mustafa Serdar Karakaya,5,6 months ago,"Well, it is well worth its price given how the nearby House of Artisans can be visited with its ticket as well. While the renovations may seem overdone to some, they do clearly demarcate what is new and what is old. I do wish that they used all the available rooms for some exhibits but maybe there are plans for a future expansion of displayed items. Try to go slightly before sunset so you can see the beauty of the place in both sunlight and at night.",positive,0.85,high,"well worth its price, House of Artisans, beauty, sunlight, night","리뷰는 가격 대비 가치가 높다고 평가하며, 주변 관광지와의 연계성을 언급하며 긍정적인 경험을 설명합니다. 일부 개선점에 대한 언급이 있지만, 전체적으로 장소의 아름다움을 강조하고 방문을 추천하는 뉘앙스를 보입니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
15,3,Abu Dhabi,5,Outside,Palace,Qasr Al Watan,O,65.0,17.55,Abu Dhabi,4.8,9678,Gaitis Purenkovs,5,in the last week,"Highly recommend visiting. This palace is built less than 10 years ago, but I'm impressed that even nowadays, you can build such a beauty. Luxury in every detail. We really enjoyed this visit.
Some dress code is needed even for male - shorts should not be above your knee level!
It's worth the price we paid and time we spent.",positive,0.95,very_high,"recommend, impressed, beauty, enjoyed, worth","리뷰 전반적으로 '추천', '감명받았다', '아름다움', '즐겼다', '가치가 있다' 등 긍정적인 표현을 사용하여 관광지에 대한 만족감을 나타내고 있습니다. 드레스 코드에 대한 정보도 제공하지만, 전체적인 맥락은 긍정적입니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
16,3,Abu Dhabi,5,Outside,Palace,Qasr Al Watan,O,65.0,17.55,Abu Dhabi,4.8,9678,Adrienne Tombor,5,a week ago,It is a stunningly beautiful building. I really liked it. It's worth going a few hours before sunset to see the inside of the palace and then wait for the evening light show after sunset. Fabulous! We would go back to see it again,positive,0.95,very_high,"stunningly beautiful, really liked, worth going, fabulous, go back","리뷰에서 'stunningly beautiful', 'really liked', 'worth going', 'fabulous', 'go back' 등의 표현을 사용하여 건물에 대한 만족감과 감탄을 드러내고 있으며, 재방문 의사까지 밝히고 있어 긍정적인 리뷰로 판단됩니다. 전반적으로 긍정적인 어조가 강하여 높은 확신도를 가집니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
17,3,Abu Dhabi,5,Outside,Palace,Qasr Al Watan,O,65.0,17.55,Abu Dhabi,4.8,9678,RS Spillett,5,a month ago,"This palace, even though it is only really used when dignitaries are visiting is absolutely phenomenal, and for me what is more amazing is the fact the complex was built in 7 years.  Unbelievable!  This should be a must visit for anyone in my opinion.  Like most attractions one must que and go through security.  This was really efficient, best I have ever seen thus far.",positive,0.95,very_high,"phenomenal, amazing, unbelievable, must visit, efficient","리뷰는 궁궐에 대한 극찬을 표현하며, 'phenomenal', 'amazing', 'unbelievable', 'must visit' 등의 긍정적인 단어를 사용하여 만족감을 드러내고 있습니다. 보안 검색 과정이 효율적이었다는 점을 덧붙여 전반적으로 매우 긍정적인 경험을 전달하고 있습니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
18,3,Abu Dhabi,5,Outside,Palace,Qasr Al Watan,O,65.0,17.55,Abu Dhabi,4.8,9678,Keshav Sudharsan,4,2 weeks ago,"The presidential palace was a really astonishing masterpiece of the True Arabic Architecture. The whole palace was heavily guarded and enormous that we were taken to the palace in common transport and was secured by guards all the time. It housed the presidential gifts, library and eye-stunning board rooms where world leaders were received and treated. Note that you arrive at 11am instead of 10 am mentioned in the itinerary.",positive,0.95,very_high,"astonishing masterpiece, True Arabic Architecture, presidential gifts, eye-stunning, world leaders","리뷰는 대통령궁을 'astonishing masterpiece', 'eye-stunning' 등으로 묘사하며, 'True Arabic Architecture'에 대한 감탄, 'presidential gifts'와 'world leaders' 접견 장소에 대한 긍정적인 인상을 드러내고 있습니다. 전반적으로 만족감과 감탄을 표현하고 있으므로 긍정적인 리뷰로 판단됩니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
19,3,Abu Dhabi,5,Outside,Palace,Qasr Al Watan,O,65.0,17.55,Abu Dhabi,4.8,9678,Svarnika Bommakanti,5,4 months ago,"Stunning and so elegant! The architecture is very unique and I love the meaning behind the palace itself.

If you’re planning on visiting please remember:
- dress culturally appropriate
Women: cover your shoulders and pants    or bottoms should be below the knees
Men: business casual attire, no shorts.

You will be turned around!

- be respectful to staff and the rules
- plan your visit around sunset so you can see the light story show which was very beautiful",positive,0.95,very_high,"stunning, elegant, unique architecture, beautiful, sunset","리뷰는 'stunning', 'elegant', 'beautiful'과 같은 긍정적인 어휘를 사용하여 궁궐에 대한 감탄을 표현하고 있습니다. 또한, 독특한 건축 양식과 궁궐의 의미에 대한 애정을 드러내며, 방문객에게 아름다운 석양을 감상할 것을 추천하는 등 전반적으로 긍정적인 경험을 나타냅니다. 다만, 복장 규정에 대한 정보 제공은 중립적인 정보에 해당하지만, 긍정적인 감정을 압도하지 않으므로 전체적인 감성은 긍정적이라고 판단됩니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
20,4,Abu Dhabi,5,Inside,Theme Park,"Warner Bros. World™ Yas Island, Abu Dhabi",O,380.0,102.6,Abu Dhabi,4.6,21560,Nic Vw,5,a week ago,Fantastic!! Really we enjoyed our first time staying in this hotel. It’s convenient the hotel is in walking distance of the Warner Bros theme park. When you done and tired after a day in the park you don’t have to go far back to the hotel. The food is delicious in the restaurants a little busy in the morning with breakfast come a little earlier and you’re okay. We had the Tom and Jerry to come to bring a celebration cake it was marvellous the effect they give to children love it!,positive,0.95,very_high,"Fantastic, enjoyed, convenient, delicious, marvellous","리뷰에서 'Fantastic', 'enjoyed', 'delicious', 'marvellous' 와 같은 긍정적인 단어들이 사용되었고, 호텔 위치의 편리함과 음식의 맛, 특별한 서비스에 대한 만족감을 표현하고 있어 긍정적인 리뷰로 판단됩니다. 또한, 워너 브라더스 테마파크와의 근접성에 대한 언급은 호텔의 장점을 부각하고 있습니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
21,4,Abu Dhabi,5,Inside,Theme Park,"Warner Bros. World™ Yas Island, Abu Dhabi",O,380.0,102.6,Abu Dhabi,4.6,21560,Aziz Sharipov,5,in the last week,"An unforgettable experience!
We recently visited Warner Bros. World Abu Dhabi and it was absolutely amazing! This park is a must-visit?packed with fun rides, fantastic food options, and incredible theming. The kids were in love with the whole atmosphere and, of course, seeing their favorite heroes come to life was a dream come true for them. The attention to detail, the vibrant ambiance, and the overall organization made it one of the best theme parks we’ve ever been to. Highly recommend for families looking for a day full of excitement and unforgettable memories!",positive,0.98,very_high,"unforgettable, amazing, fun, fantastic, highly recommend","리뷰는 'unforgettable', 'amazing'과 같은 긍정적인 단어를 사용하며, 'must-visit', 'highly recommend'와 같이 추천하는 내용이 포함되어 있습니다. 또한, 경험에 대한 만족감과 즐거움을 명확하게 표현하고 있어 긍정적인 감정을 나타냅니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
22,4,Abu Dhabi,5,Inside,Theme Park,"Warner Bros. World™ Yas Island, Abu Dhabi",O,380.0,102.6,Abu Dhabi,4.6,21560,rajkk77 (rajkk77),5,a month ago,"Had an amazing day at Warner Bros, Yas Island!

So many fun rides to go on and family friendly attractions, there was something for everyone.

The themed areas are done incredibly well. We had plenty of laughs and unforgettable moments.

The characters walking around were a fun touch too! Definitely worth a visit if you’re in Abu Dhabi.",positive,0.98,very_high,"amazing, fun rides, family friendly, unforgettable moments, worth a visit","The review expresses strong positive feelings with words like 'amazing', 'fun', 'unforgettable', and 'worth a visit'. The reviewer clearly enjoyed their time at Warner Bros, Yas Island and recommends it to others.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
23,4,Abu Dhabi,5,Inside,Theme Park,"Warner Bros. World™ Yas Island, Abu Dhabi",O,380.0,102.6,Abu Dhabi,4.6,21560,Zeina Daher,4,2 months ago,"As theme park enthusiasts we like this park. The indoor location ensure that the weather isn’t affecting the park. It has some very good rides. The team are very friendly and helpful. The fay we went wasn’t a busy day, so the wait times were optimal and we didn’t need to wait more than 10 min for any ride. The park is clean, they have a variety of merchandise and the characters are reals to the character. What i feel was missing is the ambiance, the music and shows.",positive,0.85,high,"theme park, friendly, helpful, clean, good rides","리뷰 전반적으로 테마파크에 대한 만족감을 드러내고 있습니다. '좋은 놀이기구', '친절하고 도움을 주는 직원', '깨끗함' 등의 긍정적인 표현을 사용하고 있습니다. 다만 '분위기, 음악, 쇼'가 부족하다는 아쉬움을 표현했지만, 전체적인 만족도가 높아 긍정적인 리뷰로 판단됩니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
24,4,Abu Dhabi,5,Inside,Theme Park,"Warner Bros. World™ Yas Island, Abu Dhabi",O,380.0,102.6,Abu Dhabi,4.6,21560,RAMPRASAD SRINIVASAN,4,a month ago,"Entry to the park is easy. Not crowded. But as the day progresses crowd increases , eventually all the rides too gets busy.

Tom and Jerry spin and cheese ride is the most busy of all the rides. Dynamite gluch too was busy.

When we visited few rides were closed.

Inside interiors are awesome and you don't feel you are in the middle of desert.
Food and drinks are very expensive, hope the Park authorities will make food  affordable for all.

Kids enjoy the most.",neutral,0.75,high,"not crowded, rides busy, rides closed, expensive food, kids enjoy","리뷰는 입장 용이성, 혼잡도 변화, 일부 놀이기구 운영 중단, 비싼 음식 가격 등 다양한 정보를 제공하고 있습니다. 긍정적인 부분(아이들이 즐거워함, 내부 인테리어)과 부정적인 부분(비싼 음식 가격, 혼잡도 증가)이 혼재되어 있어 중립적인 감정으로 판단됩니다.",,United Arab Emirates,Abu Dhabi,972,"1,570",110,350,29.95,95.3,2,0.54,,,
25,5,Alexandria,5,Outside,Heritage,Alexandria Ancient Roman Theater,O,,5.0,Alexandria,4.4,6132,Edward Sazonov,5,3 weeks ago,Historical ruins of great scale. A reminder of the might of Roman Empire.  I was particularly impressed with the classrooms (auditoria) that were in all ways comparable to modern lecture halls. Don't miss the mosaics in the bird house.  They are a must to see.,positive,0.95,very_high,"Roman Empire, impressed, classrooms, mosaics, must see","리뷰에서 'great scale', 'impressed', 'comparable', 'Don't miss', 'must see' 등의 긍정적인 표현을 사용하여 관광지에 대한 만족감과 추천 의사를 강하게 드러내고 있습니다.  특히 'must see'는 적극적인 추천을 나타내는 표현입니다.",,"Egypt, Arab Rep.",Alexandria,"2,679","5,696.1",,,5.0,20.0,0.25,0.005,53,40,0.8
26,5,Alexandria,5,Outside,Heritage,Alexandria Ancient Roman Theater,O,,5.0,Alexandria,4.4,6132,Enrique Hernandez,5,in the last week,You can go to Alexandria and visit this beautiful Roman Theater. It was found by accident when they were planning to build on top of this buried Theater. Excellent theater acoustics and beautiful remains of Roman mosaics at the Bird room. Slow season in June makes the Roman Theater highly accessible.,positive,0.95,very_high,"beautiful, excellent, accessible, Roman Theater, mosaics","리뷰에서 'beautiful', 'excellent', 'accessible'과 같은 긍정적인 단어를 사용하고 있으며, 로마 극장의 아름다움과 뛰어난 음향, 접근성에 대한 만족감을 표현하고 있습니다. 또한, 로마 모자이크 유적에 대한 긍정적인 언급도 포함되어 있습니다.",,"Egypt, Arab Rep.",Alexandria,"2,679","5,696.1",,,5.0,20.0,0.25,0.005,53,40,0.8
27,5,Alexandria,5,Outside,Heritage,Alexandria Ancient Roman Theater,O,,5.0,Alexandria,4.4,6132,Arthur Krzycki,5,a week ago,Great little gem that will bring you closer to the time when Alexandria was the most important city after Rome.  Important to note is that Egypt was so critical to the Roman Empire and to Rome itself that no senator could be appointed as the governor lest he gain too much power and endanger the grain supplies that flowed from here to feed Rome.,positive,0.85,high,"Great, gem, important city, Roman Empire, grain supplies","리뷰는 해당 장소를 'Great little gem'이라고 칭하며 긍정적인 감정을 표현하고 있습니다. 또한, 알렉산드리아가 로마 시대에 얼마나 중요한 도시였는지에 대한 정보를 제공하며 감탄하는 어조를 사용하고 있습니다. 전반적으로 장소에 대한 긍정적인 평가가 주를 이루고 있습니다.",,"Egypt, Arab Rep.",Alexandria,"2,679","5,696.1",,,5.0,20.0,0.25,0.005,53,40,0.8
